"","Kingdom","Phylum","Class","Order","Lineage","Clade","Tribe"
"618450","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Spirobacillales","f__","g__","s__"
"656501","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__","g__","s__"
"637546","k__Bacteria","p__Chlorobi","c__BSV26","o__A89","f__","g__","s__"
"650436","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__Ellin515","g__","s__"
"619932","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betIII","betIII-A","betIII-A1"
"643176","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","unclassified","unclassified","unclassified"
"538963","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"660206","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Telmatospirillum","s__"
"658273","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__Sediminibacterium","s__"
"480316","unknown","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"608343","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Bdellovibrionales","f__Bacteriovoracaceae","g__","s__"
"571212","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"620630","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__","g__","s__"
"656760","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__MIZ46","f__","g__","s__"
"646078","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","acI","acI-B","acI-B3"
"653371","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","unclassified","unclassified"
"603195","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"474272","k__Bacteria","p__Planctomycetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"650822","k__Bacteria","p__OP11","c__OP11-2","o__KD3-145","f__","g__","s__"
"620474","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","alfIV","alfIV-A","Novo-A2"
"649368","k__Bacteria","p__Chlorobi","c__Chlorobia","o__Chlorobiales","f__Chlorobiaceae","g__","s__"
"652781","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__","g__","s__"
"660008","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"565109","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"626802","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","gamIII","gamIII-A","Acin"
"650744","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","unclassified","unclassified","unclassified"
"653030","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","alfIII","alfIII-A","Sphingo"
"516472","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"639620","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"652565","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"650957","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"595372","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Micrococcaceae","g__Rothia","s__dentocariosa"
"659782","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betI","betI-A","unclassified"
"647901","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__YS2","f__","g__","s__"
"653573","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylobacteriaceae","g__Methylobacterium","s__organophilum"
"652159","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Phenylobacterium","s__"
"637852","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophobacteraceae","g__Syntrophobacter","s__"
"646989","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Bdellovibrionales","f__Bdellovibrionaceae","g__Bdellovibrio","s__"
"637151","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"643941","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"639491","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","unclassified","unclassified"
"571801","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__MIZ46","f__","g__","s__"
"638225","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","unclassified","unclassified"
"649959","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__auto67_4W","g__","s__"
"658539","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Methylophilales","f__Methylophilaceae","g__","s__"
"434080","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","unclassified","unclassified"
"622756","unknown","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"604755","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Rhodoplanes","s__"
"655182","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__","s__"
"657918","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","unclassified","unclassified"
"660183","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__MIZ46","f__","g__","s__"
"637062","k__Bacteria","p__OD1","c__","o__","f__","g__","s__"
"656384","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"649654","k__Bacteria","p__OD1","c__ABY1","o__","f__","g__","s__"
"646508","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophaceae","g__","s__"
"627069","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"660242","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__"
"645956","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Luteolibacter","s__"
"642046","k__Bacteria","p__Spirochaetes","c__Spirochaetes","o__Spirochaetales","f__Spirochaetaceae","g__Treponema","s__"
"653990","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","gamII","gamII-A","gamII-A1"
"649443","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophorhabdaceae","g__","s__"
"618951","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"608357","k__Bacteria","p__Planctomycetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"581793","k__Bacteria","p__Spirochaetes","c__Spirochaetes","o__Spirochaetales","f__Spirochaetaceae","g__","s__"
"649625","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"650986","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfuromonadales","f__Geobacteraceae","g__Geobacter","s__"
"621898","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"646200","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"605428","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__RFP12","g__","s__"
"456928","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Chromatiales","f__Chromatiaceae","unclassified","unclassified"
"585105","k__Bacteria","p__Verrucomicrobia","unclassified","unclassified","unclassified","unclassified","unclassified"
"653882","k__Bacteria","p__Verrucomicrobia","c__[Spartobacteria]","o__[Chthoniobacterales]","verI-A","Xip-A1","unclassified"
"650976","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Paludibacter","s__"
"649485","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__Solibacteraceae","g__CandidatusSolibacter","s__"
"584201","k__Archaea","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"641060","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__","s__"
"619262","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","unclassified","unclassified","unclassified"
"654961","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__","f__","g__","s__"
"633740","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Stenotrophomonas","s__"
"591736","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"644629","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","unclassified","unclassified","unclassified"
"556049","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__","g__","s__"
"660132","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Rhodocyclales","f__Rhodocyclaceae","g__Propionivibrio","s__"
"566067","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betII","Pnec","PnecC"
"650824","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","unclassified","unclassified","unclassified"
"656573","k__Bacteria","p__Armatimonadetes","c__[Fimbriimonadia]","o__[Fimbriimonadales]","f__[Fimbriimonadaceae]","g__Fimbriimonas","s__"
"637289","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"655866","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","g__","s__"
"650700","k__Bacteria","p__Armatimonadetes","c__SJA-176","o__RB046","f__","g__","s__"
"641783","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"584155","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"515947","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__Dehalococcoidales","f__","g__","s__"
"658681","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Chlamydomonadaceae","g__","s__"
"470014","k__Bacteria","p__Planctomycetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"636443","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Telmatospirillum","s__"
"515516","k__Bacteria","p__SR1","c__","o__","f__","g__","s__"
"639054","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Rhodoplanes","s__"
"508837","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Syntrophomonadaceae","g__Syntrophomonas","s__"
"654877","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"642456","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__","g__","s__"
"649531","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophaceae","g__","s__"
"658676","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__WCHD3-30","f__","g__","s__"
"580949","k__Bacteria","p__Proteobacteria","c__Epsilonproteobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Sulfurimonas","s__"
"569332","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"648762","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"653064","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","unclassified","unclassified"
"631678","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"654451","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","unclassified","unclassified"
"611435","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"660337","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__","s__"
"641972","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"654903","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","bacI","unclassified","unclassified"
"628007","k__Bacteria","p__OP8","c__OP8_2","o__","f__","g__","s__"
"631058","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"593438","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"604350","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"571790","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__Holophagaceae","g__","s__"
"657915","k__Bacteria","p__Planctomycetes","c__Phycisphaerae","o__WD2101","f__","g__","s__"
"573427","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"650983","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"649866","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"605009","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__","g__","s__"
"644384","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"658609","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"539359","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"659009","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"650240","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","unclassified","unclassified"
"641956","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Paludibacter","s__"
"475975","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","gamII","gamII-A","gamII-A2"
"650830","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"606329","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","bacII","bacII-A","Flavo-A1"
"625717","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__","g__","s__"
"624684","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"628279","k__Bacteria","p__OP11","c__OP11-2","unclassified","unclassified","unclassified","unclassified"
"659485","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","g__","s__"
"267677","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__","g__","s__"
"659497","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","g__","s__"
"655809","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"659577","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Devosia","s__"
"660325","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__","s__"
"649270","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Rhodocyclales","f__Rhodocyclaceae","unclassified","unclassified"
"620567","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","bacI","bacI-A","bacI-A3"
"628277","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"656615","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"655284","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"649580","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","unclassified","unclassified","unclassified"
"623586","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__MIZ46","f__","g__","s__"
"637110","k__Bacteria","p__TM6","c__SBRH58","o__","f__","g__","s__"
"658731","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"627105","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__Opitutales","f__Opitutaceae","g__","s__"
"659429","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betII","Pnec","PnecA"
"636170","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__","g__","s__"
"650504","k__Bacteria","p__OD1","unclassified","unclassified","unclassified","unclassified","unclassified"
"592740","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"659194","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"511332","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__","g__","s__"
"409518","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__Sediminibacterium","s__"
"646751","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__WCHD3-30","f__","g__","s__"
"566272","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Procabacteriales","f__Procabacteriaceae","g__","s__"
"650955","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"658616","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"639443","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__Rickettsiaceae","g__","s__"
"469869","k__Bacteria","p__Acidobacteria","c__TM1","o__","f__","g__","s__"
"581218","k__Bacteria","p__OD1","c__ABY1","o__","f__","g__","s__"
"594078","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"659308","k__Bacteria","p__OD1","c__","o__","f__","g__","s__"
"647000","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__WCHD3-30","f__","g__","s__"
"653176","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Cryomorphaceae","g__Fluviicola","s__"
"657895","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__Opitutales","f__Opitutaceae","g__","s__"
"650345","k__Bacteria","p__Nitrospirae","c__Nitrospira","o__Nitrospirales","f__[Thermodesulfovibrionaceae]","g__","s__"
"561302","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","bacV","unclassified","unclassified"
"656680","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"622418","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__Holophagaceae","g__","s__"
"650763","k__Bacteria","p__Planctomycetes","c__Phycisphaerae","o__WD2101","f__","g__","s__"
"620000","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"612494","k__Bacteria","p__Cyanobacteria","c__Chloroplast","unclassified","unclassified","unclassified","unclassified"
"656587","unknown","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"659891","k__Bacteria","p__Actinobacteria","c__OPB41","o__","f__","g__","s__"
"655692","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__","s__"
"630974","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"621862","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__PB19","f__","g__","s__"
"653279","k__Archaea","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"652728","k__Bacteria","p__Tenericutes","c__Mollicutes","o__RsaHF231","f__","g__","s__"
"656650","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"597125","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"621877","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"587393","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"643264","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"653670","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"610953","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophaceae","g__","s__"
"657830","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"637617","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__","g__","s__"
"624917","k__Bacteria","p__Cyanobacteria","c__4C0d-2","unclassified","unclassified","unclassified","unclassified"
"650407","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__YS2","f__","g__","s__"
"641307","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"637402","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__Holophagaceae","g__","s__"
"567265","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__","g__","s__"
"592432","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__","g__","s__"
"581289","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__[Cerasicoccales]","f__[Cerasicoccaceae]","g__","s__"
"610779","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Sinobacteraceae","g__Nevskia","s__ramosa"
"625965","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","s__"
"624786","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__veronii"
"654276","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__","f__","g__","s__"
"650446","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","unclassified","unclassified","unclassified"
"626992","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__Solibacteraceae","g__CandidatusSolibacter","s__"
"645728","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"574371","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","g__","s__"
"656459","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","unclassified","unclassified","unclassified"
"650484","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"650864","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","unclassified","unclassified","unclassified"
"623807","unknown","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"617654","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__ACK-M1","g__","s__"
"592839","k__Bacteria","p__OP11","c__OP11-2","o__","f__","g__","s__"
"621331","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","acIII","acIII-A","Luna2"
"623728","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__","g__","s__"
"488916","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__","s__"
"600806","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Telmatospirillum","s__"
"652943","k__Bacteria","p__Verrucomicrobia","c__[Spartobacteria]","o__[Chthoniobacterales]","verI-A","Xip-A1","unclassified"
"656444","k__Bacteria","p__Planctomycetes","c__Planctomycetia","o__Pirellulales","f__Pirellulaceae","g__","s__"
"659455","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__Holophagaceae","g__","s__"
"650680","k__Bacteria","p__OP3","c__PBS-25","o__","f__","g__","s__"
"651954","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"647207","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Luteolibacter","s__"
"659236","k__Bacteria","p__Planctomycetes","c__Planctomycetia","o__Gemmatales","f__Isosphaeraceae","g__","s__"
"528388","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"657293","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__","s__"
"659317","k__Bacteria","p__Cyanobacteria","c__Chloroplast","unclassified","unclassified","unclassified","unclassified"
"608494","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"604257","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"631128","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"653227","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Cryomorphaceae","g__Fluviicola","s__"
"628065","k__Bacteria","p__Verrucomicrobia","unclassified","unclassified","unclassified","unclassified","unclassified"
"622112","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"616256","k__Archaea","p__[Parvarchaeota]","c__[Micrarchaea]","o__[Micrarchaeles]","f__","g__","s__"
"653048","k__Bacteria","p__WS5","c__","o__","f__","g__","s__"
"652887","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"630392","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","g__","s__"
"538415","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__ACK-M1","g__","s__"
"643951","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"652111","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Procabacteriales","f__Procabacteriaceae","g__","s__"
"592232","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"637682","k__Bacteria","p__Chlorobi","unclassified","unclassified","unclassified","unclassified","unclassified"
"659365","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"659822","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"654974","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","acIV","acIV-B","Iluma-B1"
"659956","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Methylophilales","f__","g__","s__"
"621699","k__Bacteria","p__Lentisphaerae","c__[Lentisphaeria]","o__Victivallales","f__Victivallaceae","g__","s__"
