"","Kingdom","Phylum","Class","Order","Lineage","Clade","Tribe"
"572084","k__Bacteria","p__Cyanobacteria","c__Synechococcophycideae","o__Synechococcales","f__Synechococcaceae","g__Synechococcus","s__"
"654718","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","acTH2","Myco","unclassified"
"575799","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"660171","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__Ellin515","g__","s__"
"638078","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Neisseriales","f__Neisseriaceae","g__Chromobacterium","s__"
"655112","k__Bacteria","p__OD1","unclassified","unclassified","unclassified","unclassified","unclassified"
"593886","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__GCA004","f__","g__","s__"
"656679","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__FAC87","f__","g__","s__"
"656371","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","unclassified","unclassified"
"603713","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Staphylococcaceae","g__Staphylococcus","s__succinus"
"646607","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"593731","k__Bacteria","p__TM6","unclassified","unclassified","unclassified","unclassified","unclassified"
"496572","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Janthinobacterium","s__"
"649972","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Tremblayales","f__","g__","s__"
"640226","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"574703","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"659484","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__","s__"
"388262","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__fragi"
"658256","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Telmatospirillum","s__"
"576882","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"597228","k__Bacteria","p__Verrucomicrobia","c__[Spartobacteria]","o__[Chthoniobacterales]","f__[Chthoniobacteraceae]","g__","s__"
"625858","k__Bacteria","p__TM7","c__SC3","o__","f__","g__","s__"
"642036","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__","s__"
"656476","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"649885","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"654332","k__Bacteria","p__Chlorobi","c__BSV26","o__C20","f__","g__","s__"
"656367","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","Luna1","Luna1-A","Luna1-A2"
"429355","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__","g__","s__"
"659003","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"655352","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"622675","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__YS2","f__","g__","s__"
"592293","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"658057","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__auto67_4W","g__","s__"
"602145","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__MLE1-12","f__","g__","s__"
"637014","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"642797","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"618826","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfuromonadales","f__Geobacteraceae","g__Geobacter","s__"
"439126","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"657354","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__YS2","f__","g__","s__"
"632633","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__auto67_4W","g__","s__"
"604840","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__MLE1-12","f__","g__","s__"
"568126","k__Bacteria","p__Planctomycetes","c__Phycisphaerae","o__MSBL9","f__","g__","s__"
"636081","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","alfV","alfV-A","LD12"
"601984","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophaceae","g__Syntrophus","s__"
"657992","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__WCHD3-30","f__","g__","s__"
"650357","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__bowmanii"
"577861","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"646580","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__envOPS12","f__","g__","s__"
"409219","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"638089","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__MIZ46","f__","g__","s__"
"608514","k__Bacteria","p__OP11","c__OP11-3","o__","f__","g__","s__"
"650190","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__","s__"
"631636","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"657165","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Stramenopiles","f__","g__","s__"
"652567","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__YS2","f__","g__","s__"
"636210","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"659803","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__Holophagaceae","g__","s__"
"649561","k__Bacteria","p__OP3","c__koll11","o__GIF10","f__","g__","s__"
"628078","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","unclassified","unclassified","unclassified"
"630897","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"649568","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"641960","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophobacteraceae","g__Syntrophobacter","s__"
"592753","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__","g__","s__"
"566577","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__","g__","s__"
"657539","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","g__","s__"
"659955","k__Bacteria","p__Chlorobi","c__Chlorobia","o__Chlorobiales","f__Chlorobiaceae","g__","s__"
"629297","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__MIZ46","f__","g__","s__"
"658878","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"596001","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"646738","k__Bacteria","p__Actinobacteria","c__OPB41","o__","f__","g__","s__"
"646485","k__Bacteria","p__OD1","c__","o__","f__","g__","s__"
"660373","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobulbaceae","g__","s__"
"539363","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","unclassified","unclassified","unclassified"
"655234","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"391557","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__LD1-PB3","f__","g__","s__"
"641163","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__Solibacteraceae","g__CandidatusSolibacter","s__"
"646076","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__WCHD3-30","f__","g__","s__"
"656598","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","unclassified","unclassified","unclassified"
"543195","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"562458","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"656480","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"650077","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__","s__"
"649063","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Methylococcales","f__Methylococcaceae","g__Methylocaldum","s__"
"495612","k__Bacteria","p__Elusimicrobia","c__Endomicrobia","o__","f__","g__","s__"
"632171","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"632451","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Procabacteriales","f__Procabacteriaceae","g__","s__"
"656315","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","alfVI","unclassified","unclassified"
"621599","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__","g__","s__"
"654553","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"652183","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betI","betI-A","Lhab-A2"
"644573","k__Bacteria","p__TM6","c__SBRH58","o__","f__","g__","s__"
"659031","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__","g__","s__"
"632540","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","bacVI","unclassified","unclassified"
"476715","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Caloramator","s__"
"652980","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"632632","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__YLA114","f__","g__","s__"
"505153","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__MIZ46","f__","g__","s__"
"650867","k__Bacteria","p__Verrucomicrobia","c__[Methylacidiphilae]","o__S-BQ2-57","f__","g__","s__"
"646322","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"650551","k__Bacteria","p__OP3","c__koll11","o__","f__","g__","s__"
"627024","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__MIZ46","f__","g__","s__"
"501568","k__Bacteria","p__Lentisphaerae","c__[Lentisphaeria]","unclassified","unclassified","unclassified","unclassified"
"649054","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylobacteriaceae","g__Methylobacterium","s__"
"631793","k__Bacteria","p__OD1","unclassified","unclassified","unclassified","unclassified","unclassified"
"656284","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","unclassified","unclassified"
"636145","k__Bacteria","p__Proteobacteria","c__TA18","o__PHOS-HD29","f__","g__","s__"
"528439","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"635840","k__Bacteria","p__Actinobacteria","c__OPB41","o__","f__","g__","s__"
"493255","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","unclassified","unclassified","unclassified"
"636966","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"628016","k__Bacteria","p__WS5","c__","o__","f__","g__","s__"
"622902","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Herminiimonas","s__"
"628593","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Mycoplana","s__"
"659005","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__","s__"
"646545","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__","g__","s__"
"657813","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__WCHD3-30","f__","g__","s__"
"628653","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"635994","k__Bacteria","p__Verrucomicrobia","c__[Spartobacteria]","o__[Chthoniobacterales]","f__[Chthoniobacteraceae]","g__","s__"
"648593","k__Bacteria","p__SR1","c__","o__","f__","g__","s__"
"651257","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__YLA114","f__","g__","s__"
"659064","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"660047","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__Sediminibacterium","s__"
"641329","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Sinobacteraceae","g__","s__"
"583722","k__Bacteria","p__OP3","c__koll11","o__GIF10","f__","g__","s__"
"657003","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","g__","s__"
"657826","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","unclassified","unclassified","unclassified"
"589164","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bosea","s__genosp."
"604919","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__","g__","s__"
"624134","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__","g__","s__"
"648282","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","unclassified","unclassified","unclassified"
"620676","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","acIV","acIV-A","Iluma-A2"
"649526","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Sinobacteraceae","g__Nevskia","unclassified"
"646440","k__Bacteria","p__OD1","unclassified","unclassified","unclassified","unclassified","unclassified"
"620772","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__","g__","s__"
"627148","k__Bacteria","p__WS3","c__PRR-12","o__PBS-III-9","f__","g__","s__"
"656507","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__","g__","s__"
"614623","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__wittichii"
"639071","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"529972","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","unclassified","unclassified"
"633424","k__Bacteria","p__Fibrobacteres","c__TG3","o__TG3-1","f__TSCOR003-O20","g__","s__"
"565445","k__Bacteria","p__TM6","c__SBRH58","o__","f__","g__","s__"
"646606","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophaceae","g__","s__"
"652502","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","unclassified","unclassified"
"414768","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"634533","k__Bacteria","p__Spirochaetes","c__Spirochaetes","o__Spirochaetales","f__Spirochaetaceae","g__Spirochaeta","s__aurantia"
"599867","k__Bacteria","p__Cyanobacteria","c__Chloroplast","unclassified","unclassified","unclassified","unclassified"
"660026","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","unclassified","unclassified","unclassified"
"591519","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"617736","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__WCHD3-30","f__","g__","s__"
"654796","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"655244","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"650702","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","unclassified","unclassified","unclassified"
"604698","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"637201","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanosarcinales","f__Methanosaetaceae","g__Methanosaeta","s__"
"653241","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"491246","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"611186","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Phaeospirillum","s__"
"659860","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__","s__"
