"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"TBH11JUL08.R2",141,0.0110323089046493,0.0205299862510264,0.00306024118169388,1,-3.10357151037358,0.001,999
"TBH11NOV07.R1",104,0.00854700854700855,0.0251137890026779,0.00393974514797151,1,-4.2050386087027,0.001,999
"TBH11NOV07.R2",91,0.00305250305250305,0.0275055275055275,0.00419736908590511,1,-5.82579800645562,0.001,999
"TBH12AUG08.R1",235,0.0118203309692671,0.0144579567747416,0.00188449462016546,79.5,-1.39964623790909,0.0795,999
"TBH12AUG08.R2",224,0.0104166666666667,0.0150232077315411,0.00200095977611946,13.5,-2.30216575058198,0.0135,999
"TBH12AUG09",209,0.0101010101010101,0.0157797350779807,0.00220317243461916,5,-2.57752179890187,0.005,999
"TBH12JUL07.R1",202,0.00522552255225522,0.0160388661488771,0.00215793276320819,1,-5.01097336348228,0.001,999
"TBH12JUL07.R2",179,0.0114835505896958,0.0173596936477135,0.00244359917438914,3.5,-2.40470823513296,0.0035,999
"TBH13JAN07.R1",157,0.00813871196036801,0.0190480643417657,0.00276364536179177,1,-3.94745018019416,0.001,999
"TBH13JAN07.R2",145,0.00804597701149425,0.02014389868796,0.00290898562584354,1,-4.15881108830079,0.001,999
"TBH13JUL05",213,0.00573813249869588,0.0155003725687085,0.00205420695903188,1,-4.75231574262287,0.001,999
"TBH13JUL09",165,0.00976430976430976,0.0185009925750666,0.00272799139340696,1,-3.20260644218739,0.001,999
"TBH13JUN07.R1",190,0.010233918128655,0.0167252047369006,0.00231950451449708,2.5,-2.79856605911937,0.0025,999
"TBH13JUN07.R2",168,0.00992063492063492,0.0181014347681014,0.00249261518509471,1,-3.28201476761671,0.001,999
"TBH13JUN08.R1",156,0.00925925925925926,0.0191473524806858,0.00277738589487935,1,-3.56021582728463,0.001,999
"TBH13JUN08.R2",138,0.0104669887278583,0.0208993212213824,0.00305022861279997,1,-3.42018052343549,0.001,999
"TBH13SEP05",303,0.0055005500550055,0.0121213989934195,0.0015748770902261,1,-4.20404168649344,0.001,999
"TBH14NOV07.R1",114,0.00974658869395711,0.0236313311362044,0.00367995751196896,1,-3.77307140016904,0.001,999
"TBH14NOV07.R2",110,0.00757575757575758,0.0242555687000131,0.00388619015637005,1,-4.29207281504608,0.001,999
"TBH15JUN05",235,0.00638297872340425,0.0144998426322303,0.00187490166459306,1,-4.32922113309222,0.001,999
"TBH15JUN09",177,0.00847457627118644,0.0175602470015527,0.00247200289033585,1,-3.67542884593143,0.001,999
"TBH15NOV07.R1",94,0.00768321513002364,0.0268229222129931,0.00423007889457582,1,-4.5246690570032,0.001,999
"TBH15NOV07.R2",77,0.00793650793650794,0.0305521972188639,0.00499378932035976,1,-4.5287631959465,0.001,999
"TBH16JUL07.R1",244,0.0111566484517304,0.014074639302326,0.00183776327584352,52,-1.58779473338657,0.052,999
"TBH16JUL07.R2",245,0.00952380952380952,0.0139815552513965,0.00190302622482208,10.5,-2.34245102323998,0.0105,999
"TBH16NOV07.R1",108,0.0108024691358025,0.0246975370432161,0.0038186631296806,1,-3.63872576227371,0.001,999
"TBH16NOV07.R2",95,0.0087719298245614,0.0267056530214425,0.00420945516160984,1,-4.26034308678148,0.001,999
"TBH16OCT07.R1",326,0.00835037491479209,0.0115903224287682,0.00140995541870585,10.5,-2.29790777140314,0.0105,999
"TBH16OCT07.R2",312,0.0073005698005698,0.0119173660840327,0.00147066450505565,1,-3.13925866000842,0.001,999
"TBH17AUG07.R1",230,0.00797101449275362,0.0146429037733386,0.00191563965413292,1,-3.48285193731012,0.001,999
"TBH17AUG07.R2",185,0.00990990990990991,0.0170560951341732,0.00231485743733617,2.5,-3.08709517441678,0.0025,999
"TBH17NOV07.R1",96,0.00925925925925926,0.0266609201794387,0.0040144412630576,1,-4.33476535833669,0.001,999
"TBH17NOV07.R2",82,0.0101626016260163,0.0292609682853585,0.00459663786506675,1,-4.15485561838249,0.001,999
"TBH17OCT05",271,0.00963509635096351,0.0131037146207298,0.00173146369958186,22.5,-2.00328673977048,0.0225,999
"TBH17SEP07.R1",256,0.00824652777777778,0.0135899788677566,0.00176429647128224,1,-3.02865826518114,0.001,999
"TBH17SEP07.R2",221,0.00904977375565611,0.0150839627963811,0.0019855846347919,2,-3.03899865812439,0.002,999
"TBH18AUG05",250,0.00844444444444444,0.0138184851518185,0.00185136978405558,3,-2.90273761279702,0.003,999
"TBH18AUG09",203,0.00821018062397373,0.0159417764781749,0.00231733605944351,1,-3.33641545976628,0.001,999
"TBH18JUL07.R1",217,0.00742447516641065,0.0153640583748111,0.00204562607533804,1.5,-3.88124853516467,0.0015,999
"TBH18JUL07.R2",205,0.00921409214092141,0.0158136456239437,0.00215539147822356,1,-3.06188158842568,0.001,999
"TBH18NOV07.R1",93,0.004778972520908,0.0270497498693437,0.00429148914795924,1,-5.18952200054524,0.001,999
"TBH18NOV07.R2",77,0.00505050505050505,0.0305016416127527,0.00497397971588713,1,-5.11685572037126,0.001,999
"TBH19AUG08.R1",239,0.0116225011622501,0.0143500078414072,0.00193478492746124,86,-1.40972086377374,0.086,999
"TBH19AUG08.R2",207,0.00993022007514761,0.0157782581293048,0.00215103513731457,1,-2.71870875222341,0.001,999
"TBH19JUN07.R1",204,0.00953159041394335,0.0158211043287296,0.00216272952285884,4,-2.90813707784982,0.004,999
"TBH19JUN07.R2",163,0.0102249488752556,0.0187378926301898,0.00259027523108852,1,-3.28650162452304,0.001,999
"TBH19JUN08.R1",189,0.00970017636684303,0.016739255422383,0.00240953258608972,1,-2.92134627943059,0.001,999
"TBH19JUN08.R2",188,0.00856973995271868,0.0168241527579589,0.00239061257647429,1,-3.45284421510655,0.001,999
"TBH19NOV05",112,0.00892857142857143,0.0240364372308817,0.00377400685481041,1,-4.00313682076478,0.001,999
"TBH20JUL05",243,0.00571559213534522,0.0141671163619037,0.00187002040652131,1,-4.51948235275164,0.001,999
"TBH20SEP05",265,0.00943396226415094,0.0133607401951217,0.00177105177613908,12.5,-2.21720109139398,0.0125,999
"TBH20SEP08.R1",233,0.0112064854554125,0.0146262141970296,0.00197150059907673,42.5,-1.73458163959912,0.0425,999
"TBH20SEP08.R2",182,0.0106837606837607,0.0172107394329617,0.00242542830771426,5,-2.6910623284314,0.005,999
"TBH21JUN07.R1",252,0.00639329805996473,0.0138507113815756,0.00182965722922047,1,-4.07585268022475,0.001,999
"TBH21JUN07.R2",234,0.00617283950617284,0.014509523768783,0.00195046295311373,1,-4.27420795114384,0.001,999
"TBH21JUL09",171,0.01364522417154,0.0180619215706935,0.00263238323956202,40.5,-1.6778322140846,0.0405,999
"TBH22JUL08.R1",203,0.0114942528735632,0.0159373933320293,0.0022062449067875,19.5,-2.01389267564849,0.0195,999
"TBH22JUL08.R2",194,0.011454753722795,0.0164812578901926,0.00230904617967054,18.5,-2.17687468169858,0.0185,999
"TBH22JUN05",222,0.00850850850850851,0.0150751351952553,0.00208630301800386,1,-3.14749421827978,0.001,999
"TBH22MAY08.R1",205,0.00894308943089431,0.0159102191622517,0.00214344725845676,1,-3.25043208031793,0.001,999
"TBH22MAY08.R2",188,0.0109338061465721,0.0168915960878136,0.00231138502110473,2.5,-2.57758438634943,0.0025,999
"TBH22OCT07.R1",331,0.00721718697549513,0.0114957186122007,0.0013733252948807,1.5,-3.11545389330152,0.0015,999
"TBH22OCT07.R2",302,0.00827814569536424,0.0121926562323913,0.00152308750837202,1.5,-2.57011531872596,0.0015,999
"TBH23AUG07.R1",274,0.00709651257096513,0.0130611146426232,0.00160149822871411,1,-3.72438880338144,0.001,999
"TBH23AUG07.R2",280,0.00714285714285714,0.0128032794699461,0.00160208064691649,1,-3.5331694056623,0.001,999
"TBH23JUN09",154,0.00685425685425685,0.0192732414954637,0.00284216193231754,1,-4.36955561890882,0.001,999
"TBH24AUG05",232,0.00526819923371647,0.0145552640763369,0.00197338476145065,1,-4.70616020962552,0.001,999
"TBH24AUG09",204,0.00953159041394335,0.0159102457577403,0.00217922455210962,1,-2.92702986372929,0.001,999
"TBH24JUN08.R1",223,0.00797209765819631,0.0150027955209819,0.00198420726635309,1,-3.54332835183482,0.001,999
"TBH24JUN08.R2",208,0.0106837606837607,0.0156727240060573,0.00211201813156067,6.5,-2.36217826340822,0.0065,999
"TBH24SEP07.R1",291,0.00801832760595647,0.0124641632850873,0.00154210846740288,1,-2.88295912583776,0.001,999
"TBH24SEP07.R2",277,0.00681909346169274,0.0129863116224929,0.00161839227013281,1,-3.81070663436503,0.001,999
"TBH25JUL07.R1",199,0.00725851479620324,0.016157139831065,0.00219318917485063,1,-4.05739055112189,0.001,999
"TBH25JUL07.R2",175,0.00825396825396825,0.0176983332538888,0.00245553237958497,1,-3.84615779390245,0.001,999
"TBH25JUL08.R1",204,0.0111655773420479,0.0159912090739977,0.00222718419125244,16.5,-2.16669629341979,0.0165,999
"TBH25JUL08.R2",194,0.0105956471935853,0.0164844111006768,0.00224251413725923,5.5,-2.62596512068757,0.0055,999
"TBH25SEP05",214,0.00674974039460021,0.0154310593043719,0.00202245085416363,1,-4.29247459432666,0.001,999
"TBH26MAY08.R1",189,0.00705467372134039,0.0168437102593481,0.00239364395542313,1,-4.08959591330587,0.001,999
"TBH26MAY08.R2",164,0.00914634146341463,0.0184713846637966,0.00270885990190041,1,-3.4424235796912,0.001,999
"TBH27JUL05",226,0.00589970501474926,0.0149094522250864,0.0020208214333196,1,-4.45845786361089,0.001,999
"TBH27JUL07.R1",288,0.00983796296296296,0.0126808907673105,0.00160537185711144,45.5,-1.77088429185675,0.0455,999
"TBH27JUL07.R2",292,0.00684931506849315,0.0124555682013825,0.00161053711521597,1,-3.48098350539258,0.001,999
"TBH27JUL09",185,0.0114114114114114,0.0170696221747273,0.00239586790823095,6,-2.3616538891302,0.006,999
"TBH27JUN07.R1",199,0.00949190396426577,0.0162205756845623,0.00220544357476804,1,-3.05093805041202,0.001,999
"TBH27JUN07.R2",170,0.00751633986928105,0.0180988177720204,0.00252136379683143,1,-4.19712455459153,0.001,999
"TBH29JUL08.R1",227,0.00978952520802741,0.0148489164641881,0.00197095010702326,3,-2.56698088811692,0.003,999
"TBH29JUL08.R2",184,0.0114734299516908,0.0171246125352406,0.00232934249416453,5.5,-2.42608487060494,0.0055,999
"TBH29JUN05",220,0.00808080808080808,0.0152248207803763,0.00201481500956086,1,-3.54574125449131,0.001,999
"TBH29JUN07.R1",211,0.00605581885202738,0.0155099807548465,0.00211381729183995,1,-4.47255396164813,0.001,999
"TBH29JUN07.R2",218,0.0099388379204893,0.0151359310380717,0.00202837419382891,4,-2.56219642972877,0.004,999
"TBH29JUN09",148,0.012012012012012,0.0196762077392708,0.00291978203926225,3.5,-2.62492049892715,0.0035,999
"TBH29MAY09",177,0.00784682988072819,0.0175618179384658,0.002444970488109,1,-3.97345820940824,0.001,999
"TBH29OCT07.R1",346,0.00722543352601156,0.0111820233849778,0.00134942571002837,1,-2.9320545989027,0.001,999
"TBH29OCT07.R2",331,0.00721718697549513,0.0114737093589057,0.00140253617939737,2,-3.03487528231856,0.002,999
"TBH30AUG05",228,0.00682261208576998,0.0147267150191127,0.00203347301108278,1,-3.88699672445317,0.001,999
"TBH31AUG08",217,0.00947260624679979,0.0152615493117285,0.00215840884253903,4,-2.6820419518477,0.004,999
"TBH31JUL07.R1",239,0.00813575081357508,0.0142713610867958,0.00181198256001063,1,-3.38613097533605,0.001,999
"TBH31JUL07.R2",197,0.0095882684715172,0.0163175019350992,0.0023335173894022,2,-2.88372972669636,0.002,999
"TBH31MAY07.R1",170,0.0065359477124183,0.0179826885709239,0.00255241676633033,1,-4.48466763324189,0.001,999
"TBH31MAY07.R2",149,0.00857568978374347,0.0197565201293762,0.00286334970757778,1,-3.90480782561871,0.001,999
"WSE03JUL07",125,0.0106666666666667,0.0222925147369592,0.00332183904097103,1,-3.49982281709053,0.001,999
"WSE05JUL07.R1",129,0.00904392764857881,0.0217599166780907,0.00330498130102054,1,-3.84752223124086,0.001,999
"WSE05JUL07.R2",117,0.00854700854700855,0.0231489799391034,0.00349481476255809,1,-4.17818178763978,0.001,999
"WSE07AUG07.R1",244,0.00728597449908925,0.0141427857730226,0.00187519623442084,1,-3.65658332075899,0.001,999
"WSE07AUG07.R2",251,0.00597609561752988,0.0137829285682318,0.00181106303642102,1,-4.3106356839625,0.001,999
"WSE08NOV07.R1",166,0.0113788487282463,0.0184645823869385,0.00265359507623752,4,-2.67023922456884,0.004,999
"WSE08NOV07.R2",145,0.0111111111111111,0.0201285576764504,0.00295564772627227,2,-3.05092061045864,0.002,999
"WSE09AUG07.R1",231,0.00817700817700818,0.0145744590189035,0.00205556307030755,1,-3.1122620046575,0.001,999
"WSE09AUG07.R2",237,0.00726676043131739,0.0143507314158978,0.00193280201195401,1,-3.66513017927726,0.001,999
"WSE10SEP07.R1",208,0.0077457264957265,0.0156548107936997,0.00209542707519114,1,-3.77444979670873,0.001,999
"WSE10SEP07.R2",201,0.0066334991708126,0.016124471624748,0.00220217566243542,1,-4.30981624937186,0.001,999
"WSE11JUL07.R1",153,0.0105301379811184,0.0193396010389474,0.00284105776508696,2.5,-3.10076872286313,0.0025,999
"WSE11JUL07.R2",137,0.010948905109489,0.0208955914552022,0.00318142058610599,2,-3.12649210517862,0.002,999
"WSE11JUN07.R1",137,0.0125709651257097,0.0209329361803003,0.00310266140965962,2.5,-2.69509622563296,0.0025,999
"WSE11JUN07.R2",131,0.0114503816793893,0.0215533599757518,0.00310340847701729,1,-3.25544586578966,0.001,999
"WSE13JUL07.R1",146,0.00951293759512938,0.0199030842105424,0.00289427499348816,1,-3.58989613591999,0.001,999
"WSE13JUL07.R2",145,0.0114942528735632,0.0199947073510292,0.00294589936505443,1,-2.88552099854535,0.001,999
"WSE16JUL07.R1",150,0.0114814814814815,0.0195740184629073,0.00280078984489336,2.5,-2.88937672213461,0.0025,999
"WSE16JUL07.R2",124,0.0112007168458781,0.022346271002185,0.00325286350391592,1,-3.42638236830085,0.001,999
"WSE16OCT07.R1",203,0.00985221674876847,0.0160058799905543,0.00214774163105501,1.5,-2.8651785451321,0.0015,999
"WSE16OCT07.R2",184,0.00785024154589372,0.0170771617027656,0.00247016976316177,1,-3.73533847530445,0.001,999
"WSE17SEP07.R1",238,0.00887021475256769,0.0143320257699343,0.00187656335187572,2.5,-2.91053910431919,0.0025,999
"WSE17SEP07.R2",217,0.00793650793650794,0.015227977593569,0.00201381120841616,1,-3.62073148991742,0.001,999
"WSE19JUL07.R1",161,0.0100069013112491,0.0187592699669994,0.00271294831861233,2,-3.2261464752956,0.002,999
"WSE19JUL07.R2",131,0.0110262934690416,0.0215864719681514,0.00315036621810297,1,-3.35204791062949,0.001,999
"WSE19JUN07.R1",131,0.0101781170483461,0.0215792552518592,0.00326661340129613,1,-3.49020125827848,0.001,999
"WSE19JUN07.R2",114,0.00925925925925926,0.0237640174287348,0.00354305471949731,1,-4.09385666262965,0.001,999
"WSE21AUG07",274,0.00709651257096513,0.0130318883360246,0.00172187125967485,1,-3.4470496744224,0.001,999
"WSE22JUN07.R1",126,0.0123456790123457,0.0221341270723987,0.00338421569509951,2,-2.89238303404452,0.002,999
"WSE22JUN07.R2",106,0.00628930817610063,0.0249269185327886,0.00384389088542833,1,-4.84863148101852,0.001,999
"WSE22OCT07.R1",168,0.00925925925925926,0.0181785621600436,0.00259218146588373,1,-3.44084818835923,0.001,999
"WSE22OCT07.R2",146,0.00799086757990868,0.0200409694321414,0.0029903248339298,1,-4.02969661205563,0.001,999
"WSE23AUG07.R1",209,0.00824029771398192,0.0156844776727818,0.00209602878173484,1,-3.55156380659929,0.001,999
"WSE23AUG07.R2",203,0.0090311986863711,0.0159743761276328,0.00218277244368757,1.5,-3.18089843095689,0.0015,999
"WSE24JUL07.R1",160,0.00798611111111111,0.0187152430207986,0.00261084948374936,1,-4.10944099859779,0.001,999
"WSE24JUL07.R2",122,0.0104735883424408,0.0227071333628711,0.00334582418261362,1,-3.65636218543735,0.001,999
"WSE25JUN07.R1",125,0.00711111111111111,0.0223125347569792,0.00331076004737487,1,-4.59152080741141,0.001,999
"WSE25JUN07.R2",121,0.00780532598714417,0.0228810077294926,0.0033451484972951,1,-4.50673019584591,0.001,999
"WSE27AUG07.R1",218,0.00942915392456677,0.0152757242461626,0.00204311429391909,2,-2.86159728753155,0.002,999
"WSE27AUG07R2",206,0.00997842502696872,0.0158070692051275,0.00210976527876321,2,-2.76269793461366,0.002,999
"WSE27JUL07.R1",185,0.00900900900900901,0.0169875581286993,0.00239103626459559,1,-3.33685826427217,0.001,999
"WSE27JUL07.R2",156,0.00712250712250712,0.0191295283887876,0.00268119182926654,1,-4.47824028673291,0.001,999
"WSE27JUN07.R1",121,0.00918273645546373,0.0228336692983158,0.0034235509622627,1,-3.98736078221831,0.001,999
"WSE27JUN07.R2",104,0.00961538461538461,0.0253111016999906,0.00389115009333303,1,-4.03369613305293,0.001,999
"WSE29JUL07.R1",187,0.00742721330956625,0.0168284743448142,0.00236123130738598,1,-3.98150787084714,0.001,999
"WSE29JUL07.R2",167,0.00798403193612774,0.0182824208106976,0.0026214859579051,1,-3.92845471611817,0.001,999
"WSE30OCT07.R1",170,0.0101307189542484,0.0180468049749095,0.00256051541374761,2.5,-3.09159865945703,0.0025,999
"WSE30OCT07.R2",130,0.00897435897435897,0.0217200106088995,0.00325332011361341,1,-3.91773670878767,0.001,999
"WSE31JUL07.R1",214,0.0083073727933541,0.0153775270597701,0.00207292443440085,2,-3.41071490551438,0.002,999
"WSE31JUL07.R2",207,0.0104669887278583,0.0157825565769742,0.00214526410761846,3.5,-2.47781512320034,0.0035,999
"WSE31MAY07",113,0.0108161258603736,0.023857682658076,0.00353484969378333,1,-3.68942329305777,0.001,999
"WSH02OCT07.R1",270,0.00843621399176955,0.0131687242798354,0.00173629408059647,3,-2.72563866971203,0.003,999
"WSH02OCT07.R2",249,0.00870147255689424,0.0137801791081577,0.00188990482485032,1,-2.68728164745845,0.001,999
"WSH05JUL07.R1",104,0.0117521367521368,0.0251522890411779,0.00396560371563164,1,-3.37909515169667,0.001,999
"WSH05JUL07.R2",91,0.00854700854700855,0.0273215828771384,0.00449231481973236,1,-4.17926505232071,0.001,999
"WSH07AUG07.R1",242,0.00895316804407714,0.0142332415059688,0.00184824151148549,3,-2.85680925846529,0.003,999
"WSH07AUG07.R2",223,0.00871948181365222,0.0149277329147783,0.00197228470749091,1,-3.14774589974082,0.001,999
"WSH08NOV07.R1",176,0.0101010101010101,0.0176274759608093,0.00240549745392518,1,-3.1288604556691,0.001,999
"WSH08NOV07.R2",173,0.00770712909441233,0.0177907515736674,0.00254170445136866,1,-3.96726789923403,0.001,999
"WSH09AUG07.R1",227,0.00734214390602056,0.0148337275111627,0.00194037746154153,1,-3.86088982871942,0.001,999
"WSH09AUG07.R2",207,0.00778314546430488,0.0157954519199822,0.0021130325306686,1,-3.79185191869344,0.001,999
"WSH10SEP07.R1",204,0.0108932461873638,0.0158987963998857,0.00215966047291237,8.5,-2.31774868100991,0.0085,999
"WSH10SEP07.R2",170,0.00718954248366013,0.0180644696984566,0.00259404285506479,1,-4.19226968188421,0.001,999
"WSH11JUL07.R1",157,0.00849256900212314,0.0190965912834278,0.00285539037275685,1,-3.71368566010348,0.001,999
"WSH11JUL07.R2",137,0.00770478507704785,0.0210250802302708,0.0031205507945201,1,-4.26857181001966,0.001,999
"WSH13JUL07.R1",172,0.00710594315245478,0.0178159425575446,0.00265440375369156,1,-4.03480419668452,0.001,999
"WSH13JUL07.R2",134,0.00912106135986733,0.0213073770287701,0.0032014487179655,1,-3.80650035108076,0.001,999
"WSH16JUL07.R1",165,0.00909090909090909,0.0184504369689555,0.00269004008485422,1,-3.4793265463751,0.001,999
"WSH16JUL07.R2",140,0.00714285714285714,0.0206865595754485,0.00306225259308811,1,-4.42279074664224,0.001,999
"WSH16OCT07.R1",209,0.00797448165869218,0.0157443461537029,0.00211573133753135,1,-3.67242492332539,0.001,999
"WSH16OCT07.R2",193,0.0115141047783535,0.0165314998360479,0.00234736556931271,15,-2.13745789036322,0.015,999
"WSH17SEP07.R1",229,0.00752062105773896,0.0146852335110462,0.00195649243514217,1,-3.66196787915852,0.001,999
"WSH17SEP07.R2",215,0.00775193798449612,0.0153375597820042,0.0020079349190648,1,-3.77782254070322,0.001,999
"WSH19JUL07",184,0.00664251207729469,0.0171306572272756,0.00241223782438473,1,-4.34789018062761,0.001,999
"WSH19JUN07",149,0.00596569724086503,0.0198431093285679,0.00292943526284409,1,-4.73723118708887,0.001,999
"WSH21AUG07.R1",326,0.00647580095432856,0.0116058457912582,0.00140159799828163,1,-3.66013995683434,0.001,999
"WSH21AUG07.R2",264,0.00841750841750842,0.0133407818593004,0.00173764962425091,5,-2.83329468327907,0.005,999
"WSH22JUN07",141,0.00906225374310481,0.0205315638727774,0.00303438961345162,1,-3.77977504234411,0.001,999
"WSH23AUG07.R1",226,0.00688298918387414,0.0149220016476654,0.00198606445277572,1,-4.04770975713096,0.001,999
"WSH23AUG07.R2",183,0.00850030358227079,0.0171683523231793,0.00236916344380018,1,-3.65869596865161,0.001,999
"WSH24JUL07",285,0.00623781676413255,0.0126908584998254,0.00159655353653235,1,-4.04185740599,0.001,999
"WSH25SEP07.R1",279,0.00696933492632417,0.0128960103074002,0.00171246710503231,1,-3.46089881882093,0.001,999
"WSH25SEP07.R2",272,0.00694444444444444,0.0130682152740976,0.00167942457865111,1,-3.64635060573646,0.001,999
"WSH27AUG07.R1",274,0.00527169505271695,0.0130304676127872,0.00168951928601563,1,-4.59229594139029,0.001,999
"WSH27AUG07.R2",238,0.00630252100840336,0.014382963729369,0.00185194415840021,1,-4.36322158220248,0.001,999
"WSH27JUL07.R1",391,0.00753054845126456,0.0102687228291093,0.00125063317419045,14.5,-2.18943046958368,0.0145,999
"WSH27JUL07.R2",298,0.00782997762863535,0.0123234718685875,0.0015001362830006,3,-2.99539067941491,0.003,999
"WSH27JUN07",158,0.00668073136427567,0.0188514815800329,0.00264738352286517,1,-4.59727504936092,0.001,999
"WSH29JUL07",148,0.00713213213213213,0.0198554410266122,0.00296843452955643,1,-4.28620162169495,0.001,999
"WSH30OCT07.R1",201,0.00967385295743505,0.0162002798818719,0.00220917632223766,1,-2.95423541287383,0.001,999
"WSH30OCT07.R2",198,0.0112233445566779,0.0162188001694175,0.00230068321150942,19,-2.17129224386445,0.019,999
"WSH31JUL07.R1",194,0.00601374570446735,0.0165070568850638,0.00222857798554978,1,-4.70852321463983,0.001,999
"WSH31JUL07.R2",163,0.00681663258350375,0.0185311419121917,0.00264017985195819,1,-4.43701186493011,0.001,999
"WSH31MAY07.R1",141,0.0130023640661939,0.0204676701918625,0.00298781957656342,7.5,-2.49857996253414,0.0075,999
"WSH31MAY07.R2",115,0.0111111111111111,0.0234761331379689,0.00351551883980369,1,-3.51726803078326,0.001,999
