,Kingdom,Phylum,Class,Order,Lineage,Clade,Tribe
Otu1014,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,unclassified,unclassified
Otu1015,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Thiobacterales,f__Thiobacteraceae,g__,s__
Otu1016,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1017,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Opitutales,f__Opitutaceae,g__Opitutus,s__
Otu1018,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1019,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1020,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1021,k__Bacteria,p__OP3,c__PBS-25,o__,f__,g__,s__
Otu1022,k__Bacteria,p__Cyanobacteria,c__4C0d-2,o__MLE1-12,f__,g__,s__
Otu1023,k__Bacteria,p__TM6,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1024,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1025,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1026,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1027,k__Bacteria,p__Cyanobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1028,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1029,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1030,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Mycobacteriaceae,g__Mycobacterium,s__llatzerense
Otu1031,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,gamII,gamII-A,gamII-A2
Otu1032,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__,g__,s__
Otu1033,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Mycobacteriaceae,g__Mycobacterium,s__
Otu1034,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu1035,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,g__Prosthecochloris,s__
Otu1036,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1037,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1038,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Luna1,Luna1-A,Luna1-A2
Otu1039,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__
Otu1040,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1041,k__Bacteria,p__Cyanobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1042,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1043,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,unclassified,unclassified,unclassified
Otu1044,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1045,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1046,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,unclassified,unclassified
Otu1047,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Ellin329,f__,g__,s__
Otu1048,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1049,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,unclassified,unclassified
Otu1050,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Polynucleobacter,s__
Otu1051,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1052,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__Nevskia,s__
Otu1053,k__Bacteria,p__Chlorobi,c__BSV26,o__PK329,f__,g__,s__
Otu1054,k__Bacteria,p__Verrucomicrobia,c__Verruco-5,o__WCHB1-41,f__,g__,s__
Otu1055,k__Bacteria,p__Cyanobacteria,c__4C0d-2,o__MLE1-12,f__,g__,s__
Otu1056,k__Bacteria,p__TM6,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1057,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1058,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__,s__
Otu1059,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1060,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1061,k__Bacteria,p__WS4,c__,o__,f__,g__,s__
Otu1062,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Oxalobacter,s__
Otu1063,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1064,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1065,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1066,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1067,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1068,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1069,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1070,k__Bacteria,p__WS3,c__PRR-12,o__Sediment-1,f__PRR-10,g__,s__
Otu1071,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1072,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1073,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1074,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1075,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__,s__
Otu1076,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1077,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Paludibacter,s__
Otu1078,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acidisoma,s__
Otu1079,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1080,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__,g__,s__
Otu1081,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,unclassified,unclassified
Otu1082,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__,s__
Otu1083,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1084,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu1085,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__,s__
Otu1086,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1087,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1088,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,unclassified,unclassified,unclassified
Otu1089,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1090,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1091,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu1092,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,unclassified,unclassified,unclassified
Otu1093,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__,s__
Otu1094,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1095,k__Bacteria,p__SR1,c__,o__,f__,g__,s__
Otu1096,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1097,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Telmatospirillum,unclassified
Otu1098,k__Bacteria,p__Armatimonadetes,c__SJA-176,o__RB046,f__,g__,s__
Otu1099,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Cohaesibacteraceae,g__,s__
Otu1100,k__Bacteria,p__TM6,c__SBRH58,o__,f__,g__,s__
Otu1101,k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__phagedenis
Otu1102,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1103,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1104,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Opitutales,f__Opitutaceae,g__Opitutus,s__
Otu1105,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1106,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,unclassified,unclassified
Otu1107,k__Bacteria,p__Cyanobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1108,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1109,k__Bacteria,p__Verrucomicrobia,c__Verruco-5,unclassified,unclassified,unclassified,unclassified
Otu1110,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__SBla14,f__,g__,s__
Otu1111,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1112,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1113,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Acidimicrobiales,acV,acV-A,acV-A1
Otu1114,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1115,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1116,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__
Otu1117,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Sulfurospirillum,s__
Otu1118,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1119,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__CandidatusSolibacter,s__
Otu1120,k__Bacteria,p__Cyanobacteria,c__Synechococcophycideae,o__Synechococcales,f__Synechococcaceae,g__Synechococcus,s__
Otu1121,k__Bacteria,p__Fibrobacteres,c__TG3,o__,f__,g__,s__
Otu1122,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1123,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1124,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu1125,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Intrasporangiaceae,g__Janibacter,s__
Otu1126,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,s__paradoxus
Otu1127,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1128,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__CandidatusSolibacter,s__
Otu1129,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1130,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Telmatospirillum,s__siberiense
Otu1131,k__Bacteria,p__Chloroflexi,c__Anaerolineae,unclassified,unclassified,unclassified,unclassified
Otu1132,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1133,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,unclassified,unclassified
Otu1134,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1135,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1136,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1137,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,alfII,alfII-A,Brev
Otu1138,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Paludibacter,s__
Otu1139,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1140,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1141,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1142,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__,g__,s__
Otu1143,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1144,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu1145,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1146,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1147,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,unclassified,unclassified,unclassified
Otu1148,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1149,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1150,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,unclassified,unclassified
Otu1151,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1152,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],unclassified,unclassified,unclassified
Otu1153,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Syntrophobacter,s__
Otu1154,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,unclassified,unclassified
Otu1155,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1156,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1157,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Sulfuricurvum,s__kujiense
Otu1158,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1159,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1160,k__Bacteria,p__Spirochaetes,c__MVP-15,o__PL-11B10,f__,g__,s__
Otu1161,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__[Thermodesulfovibrionaceae],g__HB118,s__
Otu1162,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,unclassified,unclassified
Otu1163,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1164,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1165,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__Syntrophus,s__
Otu1166,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,acI,acI-A,acI-A4
Otu1167,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Acidimicrobiales,acV,acV-A,acV-A1
Otu1168,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__
Otu1169,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1170,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,unclassified,unclassified
Otu1171,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu1172,k__Bacteria,p__Bacteroidetes,c__Flavobacteria,o__Flavobacteriales,bacV,unclassified,unclassified
Otu1173,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,unclassified,unclassified,unclassified
Otu1174,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__ACK-M1,g__,s__
Otu1175,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,unclassified,unclassified,unclassified
Otu1176,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1177,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1178,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1179,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__,s__
Otu1180,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu1181,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,unclassified,unclassified
Otu1182,k__Bacteria,p__Cyanobacteria,c__Synechococcophycideae,o__Synechococcales,f__Synechococcaceae,g__Synechococcus,s__
Otu1183,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1184,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,unclassified,unclassified,unclassified
Otu1185,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Acidimicrobiales,acIV,acIV-D,Iamia
Otu1186,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__,s__
Otu1187,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,unclassified,unclassified
Otu1188,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1189,k__Bacteria,p__Bacteroidetes,c__Sphingobacteria,o__Sphingobacteriales,bacVI,unclassified,unclassified
Otu1190,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Marinobacter,s__bryozoorum
Otu1191,k__Bacteria,p__Cyanobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1192,k__Bacteria,p__Verrucomicrobia,c__Verruco-5,o__WCHB1-41,f__,g__,s__
Otu1193,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1194,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1195,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1196,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1197,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1198,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1199,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,betVII,betVII-B,betVII-B1
Otu1200,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1201,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu1202,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
